Kuttiattoor_Mango,origin,India,"Valid (No expected domain, range matches)","['', {'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/CultivatedVariety', 'http://dbpedia.org/ontology/Plant'}, 'http://dbpedia.org/ontology/PopulatedPlace', {'http://dbpedia.org/ontology/Country', 'http://dbpedia.org/ontology/Location', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/PopulatedPlace'}]"
Kuttiattoor_Mango,species,Mangifera_indica,"Invalid (Domain matches, range does not match)","['http://dbpedia.org/ontology/Species', {'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/CultivatedVariety', 'http://dbpedia.org/ontology/Plant'}, 'http://dbpedia.org/ontology/Species', {'http://dbpedia.org/ontology/TopicalConcept', 'http://dbpedia.org/ontology/Taxon'}]"
Maja_blanca,country,Philippines,"Valid (No expected domain, range matches)","['', {'http://dbpedia.org/ontology/Food'}, 'http://dbpedia.org/ontology/Country', {'http://dbpedia.org/ontology/Country', 'http://dbpedia.org/ontology/Location', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/PopulatedPlace'}]"
Maja_blanca,ingredient,Coconut_milk,"Valid (Domain matches, no expected range)","['http://dbpedia.org/ontology/Food', {'http://dbpedia.org/ontology/Food'}, '', set()]"
Maja_blanca,ingredient,Corn_starch,"Valid (Domain matches, no expected range)","['http://dbpedia.org/ontology/Food', {'http://dbpedia.org/ontology/Food'}, '', {'http://dbpedia.org/ontology/Food'}]"
Maja_blanca,ingredientName,"Coconut milk,cornstarch",Valid,"['http://dbpedia.org/ontology/Food', {'http://dbpedia.org/ontology/Food'}, 'http://www.w3.org/2001/XMLSchema#string', set()]"
Maja_blanca,related,Tibok-tibok,"Valid (No expected domain, no expected range)","['', {'http://dbpedia.org/ontology/Food'}, '', {'http://dbpedia.org/ontology/Food'}]"
Maja_blanca,servingTemperature,Room temperature or chilled,Valid,"['http://dbpedia.org/ontology/Food', {'http://dbpedia.org/ontology/Food'}, 'http://www.w3.org/2001/XMLSchema#string', set()]"
Maja_blanca,type,Dessert,"Valid (No expected domain, no expected range)","['', {'http://dbpedia.org/ontology/Food'}, '', {'http://dbpedia.org/ontology/Food'}]"
Maja_blanca,alias,"Coconut pudding, Coconut cake, dudul",Valid,"['', {'http://dbpedia.org/ontology/Food'}, 'http://www.w3.org/1999/02/22-rdf-syntax-ns#langString', set()]"
Tibok-tibok,related,Maja_blanca,"Valid (No expected domain, no expected range)","['', {'http://dbpedia.org/ontology/Food'}, '', {'http://dbpedia.org/ontology/Food'}]"
